tweet	sentiment
The stretch of JK Randle Road toward Lagos City Mall, TBS and Water Board is free. Slow due to alternation at NITEL intersection due to alternation while coming from Water Board toward Outer Marina by State House.      	Negative
    It’s moving slowly from Idi oparun towards Agege U/bridge. Navigating towards Okekoto is good but slow approaching the alternation point. Alfa nla road is encouraging but slow at Mongoro Ashade.	Negative
      Movement from Odogun through Ajegunle, Thomas, Irawo, Weighbridge, Owode Onirin, Owode Elede, Mile12 to Kosofe is good.   Moving from Kosofe, Mile12, Owode Elede is also good.	Positive
Warehouse road through commercial  road and Etisalat is still good. from Liverpool, it is a better movement down to coconut.  Trinity, sunrise,  M T N berger suya to Otto wharf on the return journey to coconut is busy with tanker truck but they are still	Positive
     Report of a broken down 40ft container laden truck with spring issue at casso inward Toll gate.  The driver is on standby waiting for a mechanic to get it fixed. 	Negative
outward is very appreciable although there is a little delay by U-turn and Meiran inward toll gate due to the U-turn.  Ilepo is in a good shape both inward and outward likewise ascending and descending Jubilee bridge is calm.	Positive
...Badia gaskiya road is moving steadily, Total bridge inward Water corporation is moving well but busy from Water corporation inward Ijora Olopa,  Iddo inward Ijora Olopa, connecting Eko bridge is moving appreciably but Eko bridge inward Ijora olopa is busy and 	Positive
        Traffic is still busy from Conoil at Cement to Dopemu under bridge. Traffic is now subsiding on top of Dopemu bridge, as well as that of Akowonjo roundabout.	Positive
      Traffic is good along the stretch of Marina road from UBA down to Cathedral and NITEL intersection. Free movement from outer marina to connect Inner Marina  Good connecting Outer marina by State house from NITEL intersection.	Positive
      Traffic presently is calm in and out of Sabo roundabout enroute Itamaga T junction  Itamaga T junction enroute Itamaga traffic light down to Elepe inward Ijede is good to go in and out	Positive
AbuleEgba inward Abule Awori, U-turn is good. U-turn approaching Abule Taylor is slightly busy. Abule Taylor approaching General is slightly busy. General inward Ahmadiya, Obadeyi is good, but slightly busy at Obadeyi.  Obadeyi inward Ijaiye is good.	Positive
ldumagbo avenue connecting Oyebanji roundabout is still looking good for now. Traffic llubinrin connecting Carter bridge enroute ljora is good to go, while Ebute Ero connecting back to Police post is building up occasioned by the total closure of Apagbon bridge.	Positive
Traffic is also gd moving inw Ahmadiyya, Abule Egba to Katangwa, Super, Ile Epo, Pleasure, Danco, Iyana Ipaja all the way to Iyana Dopemu and Dopemu Bridge.   Traffic is slow inw Furniture Village and Conoil and Cement.        	Positive
 Egbeda is good to go, Goye intersection inward Alaguntan Alimosho road, Akiwowo, Moshalasi, inward and outward are still encouraging, RJ from Egbeda to connect Lagos Abeokuta express way and Dopemu bridge inward Swipha, Agbotikuyo, Oniwaya axis also looking good.	Positive
This impediment is now Off the road	Neutral
      Ajah under bridge connecting Ado Badore is good likewise the return journey.  Ajah inward Ilaje and VGC is calm at this hour While Ajah journey to Abraham Adesanya, Alasia, Olokonla, Ogidan is still good. 	Positive
        Movement from Iyana Oworo inward ilaje unilag water front upto Adekunle is slow moving traffic down to Adeniji while return journey from Adekunle inward Iyana Oworo is good, also movement from Iyana Oworo inward Gbagada down 	Positive
        Traffic is gd from Ajuwon rd inw Elliot, to IShaga R/About.   Toyin inw Ishaga R/About is also gd.  Ishaga inw Balogun, Gudugba approaching Lonlo is gd, then slow inw Fagba jnctn.       	Negative
       Good movement from Nitel to Agip, but Agip inward Total is moving traffic for now due to alternation at Total.  Return journey from Total  to Abattior is good to go.	Positive
Toyin roundabout enroute Custom in and out is perfect.  Oregun road in and out is good friendly at this time.         	Positive
Mr. Biggs(on Commercial Road) is very good   Movements for small and light vehicles; while articulated and other heavy duty vehicles are streamlined to a lane.  The return journey outward Apapa on Wharf road from Wharf Ports gate to Eleganza	Positive
Mubostic inward caneo is appreciable but approaching canoe proper is a slow moving traffic up to  alhaji lookman atobajeun and swimming pool.	Negative
Free toward TBS while driving along Force Road. Mass movement descending Third Mainland Bridge toward Flag Staff House. Slow on return journey from Independence bridge toward Flag Staff House due to return journey rush.      	Negative
     Good Movement from Otedola to Oando filling station, after one lane policy for the sale of fuel was introduced.  A better movement to Kara and the return jounery from kara into lagos is good. 	Positive
      Traffic on Wemco road is good but moving slowly to connect Agidingbi road, Lateef Jakande road(Agidingbi) is fair aside traffic light delay approaching Cadbury and Coca Cola junction to connect Awolowo way.	Positive
      Traffic is gd from Adeniji proceeding to the Third Mainland bridge proper to Adekunle, Unilag Waterfront, Ilaje inw the Exit point of the bridge.        	Neutral
No record of Impediment at the moment. Officers are on ground monitoring and doing the needful.           	Neutral
Movement inward Sandfill, Civic Center down to Lawschool is good.  The stretch of Ozumba Mbadiwe connecting BonnyCamp r'abt inward Mekwen  bridge is good.      	Positive
Movement from Jakande is good towards Chisco, Ikate and Marwa.  The return journey from Marwa back to Ajah is also good.  No impediment sighted for now.         	Positive
     Fast movement right from Itamaga Intersection down to Elepe.   Elepe down to Gberigbe and Ijede is also good to go for now.   Itamaga down to Lasutech third gate is a steady moving traffic.	Positive
4:35PM]      Better movement from Adekunle inter-change Onward Journey to Iyana-oworo enroute Olopomeji and Gbagada Express Way.	Positive
Asa Afariogun inward Awoniyi Elemo junction to 7&amp;8 is steady.  7&amp;8 enroute Osolo Way is a moving traffic.       	Positive
...Allen Avenue, Obafemi Awolowo way and Aromire road are very calm at the moment.          	Positive
         Movement from Old garage to Ikotun intersection is good, while that from Ikotun intersection to Oju Odo is slow. Proceeding from Oju Odo to Synagogue, Ile Iwe, Cele Egbe bridge is good to go.	Positive
        Movement from 7up through Mobolaji Johnson down to Alausa intersection is good.  Nurudeen Olowopopo in and out is good to go.  Movement from Barracks to Coca-Cola is good. Coca-Cola to Radio enroute Allen intersection is moving fine.	Positive
Costain r'abt connecting Brewery inward Iganmu bridge is Ok. Costain r'abt thru the service lane inwards Iponri is a busy moving traffic due to queue from Total filling station dispensing fuel on one lane policy.       	Negative
Traffic is slow from the intersection at Anthony to connect Mobolaji Bank Anthony through the service lane, same on the main carriage at Anthony inward Idiroko. Idiroko connecting Independence Tunnel, Maryland and Odo iyalaro is slow.	Negative
     A serious accident at the new Toll Gate between Ijebu-Ode and Epe involving a Dangote Truck coming from Ijebu-Ode who rammed at a nearby car wash and later fell into the ditch. 	Negative
Navigating through under Mile 12 bridge inward Ajelogo in and out is good. A ascending and descending Mile 12 bridge inward Kosofe down to Iyana School is  also good.  Movement through service lane Inward the main market is a steady flow due to commercial activities.	Positive
Ajayi farm inward Ile Zik enroute Mangoro and Cement is equally good to go.  The return journey is still appreciable towards National while	Positive
      Movement on College road Between Fadare str junction &amp; Yaya Abatan (Thomas Salako) street and junction is now better, inward journey Nationwide enroute Ajayi is gtg, Return to Jungle has a little delay at Oyemeku &amp; Haruna.	Positive
      McWen bridge inward bonnycamp roundabout  is good to go. Ahmadu bello is go to go but there is a slight delay mobil filling station.   Adetokunbo ademola  traffic is building up gradually while it is a better movement  inward	Positive
The stretch of Itamaga by traffic light to connect Ijede through Elepe and Igbodu both inward and outward are in good shape.         	Positive
